Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Event Date,Total Cost,Groups Invited,Sponsors
E001295,"Garagiola, Robert J","Compass Government Relations Partners, LLC","Maryland Association for Justice, Inc.",01/29/25,4201.67,House Health and Government Operations Committee,"Maryland Association for Justice, Inc."
E001403,"Carroll, Jr., David H.","Capitol Strategies, LLC",Constellation,02/06/25,4200,"Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)",Constellation
E001338,"Deal, Poetri ","Pepco Holdings, LLC","Pepco Holdings, LLC.",01/23/25,4093.96,House Economic Matters Committee,"Pepco Holdings, LLC."
E001263,"Wise, J. Steven","Schwartz, Metz, Wise & Kauffman, P.A.",Maryland State Licensed Beverage Association,02/25/25,4087.16,House Economic Matters Committee,"Maryland State Licensed Beverage Association; Maryland Beer Wholesalers Association, Inc."
E001509,"Garagiola, Robert J","Compass Government Relations Partners, LLC","PPE Casino Resorts Maryland, LLC",10/22/25,4079.65,House Judiciary Committee,"PPE Casino Resorts Maryland, LLC"
E001350,"Fiastro, John Carl, Jr.",Fiastro Consulting,"Cybersecurity Association of Maryland, Inc.",02/04/25,4023.03,General Assembly,"Cybersecurity Association of Maryland, Inc."
E001448,"Carroll, Jr., David H.","Capitol Strategies, LLC",DailyPay,03/11/25,4000,Senate Finance Committee,DailyPay; American Fintech Council; EarnIn; PayActiv
E001357,"Majchrzak, Tyler ",Horizon Farm Credit,Horizon Farm Credit,01/28/25,3989.4,House Environment and Transportation Committee,Horizon Farm Credit
E001286,"Conner, Charles R, III",MedStar Health,MedStar Health,02/04/25,3983.4,House Health and Government Operations Committee; Senate Finance Committee,MedStar Health
E001423,"Jackson, Marcus ",Associated Builders and Contractors of Metro Washington,Associated Builders & Contractors,03/05/25,3928.87,House Economic Matters Committee,Associated Builders & Contractors
E001434,"Evans, Gerard ","Evans & Associates, LLC",Maryland Transportation Builders and Materials Association,03/11/25,3890.61,Senate Judicial Proceedings Committee,Maryland Transportation Builders and Materials Association
E001304,"Proctor, Gregory S., Jr.","G.S. Proctor & Associates, Inc. ","G.S. Proctor & Associates, Inc.",01/16/25,3886.06,Senate Budget and Taxation Committee,"G.S. Proctor & Associates, Inc."
E001353,"Mettle, Kathleen ",Advanced Energy United,Advanced Energy United,01/28/25,3838.25,House Economic Matters Committee,Advanced Energy United
E001424,"Jackson, Marcus ",Associated Builders and Contractors of Metro Washington,Associated Builders & Contractors,03/06/25,3827.64,Senate Finance Committee,Associated Builders & Contractors
E001318,"Pica, John A, Jr.","Pica & Associates, LLC",PrizePicks,01/23/25,3806,House Ways and Means Committee; Senate Budget and Taxation Committee,PrizePicks
E001364,"Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Donate Life Maryland, Inc.",02/10/25,3795.93,General Assembly,"Donate Life Maryland, Inc.; Infinite Legacy"
E001308,"Evans, Gerard ","Evans & Associates, LLC",Maryland Transportation Builders and Materials Association,02/19/25,3777.94,Senate Budget and Taxation Committee,Maryland Transportation Builders and Materials Association
E001294,"Garagiola, Robert J","Compass Government Relations Partners, LLC",Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),01/28/25,3765.28,"Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)",Mid-Atlantic Renewable Energy Coalition Action (MAREC Action)
E001378,"Witten, Jennifer Marie",LifeBridge Health,"Lifebridge Health, Inc.",02/12/25,3757.31,House Appropriations Committee; House Health and Government Operations Committee; House Judiciary Committee; Senate Budget and Taxation Committee; Senate Finance Committee; Senate Judicial Proceedings Committee,"Lifebridge Health, Inc."
E001408,"Marczyk, Bernie ",Cornerstone Government Affairs,"Mechanical Contractors Association of Maryland, Inc.",02/26/25,3731.28,House Appropriations Committee; House Economic Matters Committee; House Environment and Transportation Committee; Senate Budget and Taxation Committee; Senate Finance Committee,"Mechanical Contractors Association of Maryland, Inc.; Maryland National Electrical Contractors Association"
E001370,"Garagiola, Robert J","Compass Government Relations Partners, LLC",Chesapeake Solar & Storage Association (CHESSA),02/20/25,3700.01,"Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)",Chesapeake Solar & Storage Association (CHESSA)
E001436,"Stegman, Matthew F",Chesapeake Bay Foundation,Chesapeake Bay Foundation,03/18/25,3663.07,General Assembly,Chesapeake Bay Foundation
E001376,"Bryce, Joseph C",Manis Canning & Associates,Maryland Patient Care and Access Coalition,03/04/25,3637.49,House Health and Government Operations Committee; Senate Finance Committee,Maryland Patient Care and Access Coalition; Maryland Orthopaedic Association
E001504,Maryland Government Relations Association,"Pounds, Eddie L. ",Maryland Government Relations Association,08/13/25,3536.18,General Assembly,Maryland Government Relations Association; Capitol Strategies; GS Proctor & Assoc; Cornerstone Government Relations; Ann Ciekot
E001421,"Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Maryland Association for Justice, Inc.",03/12/25,3483.8,House Appropriations Committee,"Maryland Association for Justice, Inc."
E001444,"Sidh, Sushant ","Capitol Strategies, LLC",Luminis Health,03/04/25,3383.17,Anne Arundel County Delegation,Luminis Health
E001429,"Williams, Lisa B.",Baltimore City Medical Society,Baltimore City Medical Society,03/03/25,3379.49,Baltimore City Delegation; House Judiciary Committee; Senate Judicial Proceedings Committee,Baltimore City Medical Society; Maryland Neurosurgical Society; Maryland Society of Eye Physicians and Surgeons
E001467,"Mendelson, Lindsey Sommer",Maryland Sierra Club,Sierra Club Maryland Chapter,06/01/25,3357.89,House of Delegates; Senate,Sierra Club Maryland Chapter
E001348,"Peters, Sarah M.",Husch Blackwell Strategies,"Action Now Initiative, LLC",02/04/25,3302.99,Senate Judicial Proceedings Committee,"Action Now Initiative, LLC"
E001344,"Deal, Poetri ","Pepco Holdings, LLC","Pepco Holdings, LLC.",02/19/25,3297.98,"Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)","Pepco Holdings, LLC."
E001435,"White, Josh ",KO Public Affairs,SEIA,02/27/25,3281.67,"Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)",SEIA
E001365,"Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC",CVS Health and All Affiliated Subsidiaries,02/11/25,3163.85,Senate Budget and Taxation Committee,CVS Health and All Affiliated Subsidiaries
E001343,"Reed, Dytonia ",Baltimore Gas and Electric,Baltimore Gas and Electric Company,03/06/25,3075.26,"Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)",Baltimore Gas and Electric Company
E001452,"Sidh, Sushant ","Capitol Strategies, LLC",Meritus Health,03/20/25,3060,Senate Budget and Taxation Committee; Senate Finance Committee,Meritus Health
E001334,"Sanders, Alyssa ",EveryMind,"EveryMind, Inc",01/30/25,3028.86,House of Delegates; Senate,"EveryMind, Inc"
E001428,"Garagiola, Robert J","Compass Government Relations Partners, LLC",Professional Firefighters of Maryland,03/12/25,3006.93,Senate Finance Committee,Professional Firefighters of Maryland
E001358,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Baltimore's Promise Care of the Fund for Educational Excellence,01/29/25,3000,Baltimore City Delegation,Baltimore's Promise Care of the Fund for Educational Excellence
E001335,"Evans, Gerard ","Evans & Associates, LLC",Luminis Health,02/13/25,2958.68,House Appropriations Committee,Luminis Health
E001425,"Mettle, Kathleen ",Advanced Energy United,Advanced Energy United,02/25/25,2923.01,"Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)",Advanced Energy United
E001360,"Garagiola, Robert J","Compass Government Relations Partners, LLC","PPE Casino Resorts Maryland, LLC",02/04/25,2909.89,Senate Budget and Taxation Committee,"PPE Casino Resorts Maryland, LLC"
E001325,"Mills, Morgan ","Compass Government Relations Partners, LLC","Maryland Association for Justice, Inc.",01/15/25,2894.15,General Assembly,"Maryland Association for Justice, Inc."
E001218,"Johansen, Michael Vernon",Rifkin Weiner Livingston LLC,Maryland Care Inc. dba Maryland Physicians Care,11/19/24,2870.94,Montgomery County Delegation; Prince George 's County Delegation,Maryland Care Inc. dba Maryland Physicians Care
E001438,"Harvey, Tiffany L",Cornerstone Government Affairs,Maryland-Delaware-DC Beverage Association,03/10/25,2849.09,General Assembly,Maryland-Delaware-DC Beverage Association
E001315,"Pounds, Eddie L.",PerryJacobson,Prince George's County Chamber of Commerce,01/08/25,2650,Prince George 's County Delegation,Prince George's County Chamber of Commerce; Coca Cola (Member Organization); Luminus Health Care
E001460,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Bellamy Genn Group, LLC",04/07/25,2640,General Assembly,"Bellamy Genn Group, LLC"
E001307,"Evans, Gerard ","Evans & Associates, LLC","Northeast Maglev, LLC, The",02/06/25,2607,Senate Budget and Taxation Committee,"Northeast Maglev, LLC, The"
E001383,"Shattuck, Daniel ",Brocato & Shattuck,Maryland Dermatologic Society,02/20/25,2602,General Assembly,Maryland Dermatologic Society
E001445,"Sidh, Sushant ","Capitol Strategies, LLC","Reworld Waste, LLC",03/05/25,2510.85,"Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)","Reworld Waste, LLC"
E001406,"Allen, Hannah ",Maryland Chamber of Commerce,Maryland Chamber of Commerce,02/19/25,2502.49,House Environment and Transportation Committee,Maryland Chamber of Commerce
E001276,"Kauffman, Danna L","Schwartz, Metz, Wise & Kauffman, P.A.","Maryland and District of Columbia Society of Clinical Oncology, Inc.",01/30/25,2500.98,House Health and Government Operations Committee; Senate Finance Committee,"Maryland and District of Columbia Society of Clinical Oncology, Inc."
E001367,"Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Motorola Solutions, Inc.",02/18/25,2500,Senate Budget and Taxation Committee,"Motorola Solutions, Inc."
E001361,"Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Motorola Solutions, Inc.",02/05/25,2451,House Appropriations Committee,"Motorola Solutions, Inc."
E001446,"Sidh, Sushant ","Capitol Strategies, LLC","Atlantic Bingo Supply, Inc",03/06/25,2450.25,Senate Budget and Taxation Committee,"Atlantic Bingo Supply, Inc; Delta Bingo"
E001291,"Garagiola, Robert J","Compass Government Relations Partners, LLC","Coalition for Community Solar Access, Inc.",01/15/25,2440.4,"Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)","Coalition for Community Solar Access, Inc.; Turning Point; Summit Ridge; Chaberton; New Leaf"
E001385,"Lucchi, Leonard L.","O'Malley, Miles, Nylen & Gilmore, P.A.","Maryland Citizens' Health Initiative, Inc.",02/06/25,2305,House Health and Government Operations Committee,"Maryland Citizens' Health Initiative, Inc.; AARP Maryland"
E001332,"Kress, William Allen",Kress Hammen Government Affairs,Maryland Association of Nurse Anesthetists,02/20/25,2301.71,House Health and Government Operations Committee,Maryland Association of Nurse Anesthetists
E001384,"Kress, William Allen",Kress Hammen Government Affairs,Kress Hammen Government Affairs,02/04/25,2247.69,"Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)",Kress Hammen Government Affairs
E001471,"Popham, Bryson F","Bryson F. Popham, PA",Army Alliance,05/13/25,2233.15,"Harford County Delegation; House Environment and Transportation Committee; Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)",Army Alliance
E001355,"Harbeson, Kristen ",Maryland League of Conservation Voters,Maryland League of Conservation Voters,01/28/25,2116.22,General Assembly,Maryland League of Conservation Voters
E001356,"Majchrzak, Tyler ",Horizon Farm Credit,Horizon Farm Credit,01/23/25,2103.28,"Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)",Horizon Farm Credit
E001354,"Allen, Hannah ",Maryland Chamber of Commerce,Maryland Chamber of Commerce,02/05/25,2091.52,Senate Budget and Taxation Committee,Maryland Chamber of Commerce
E001491,"Evans, Gerard ","Evans & Associates, LLC",Maryland Transportation Builders and Materials Association,09/23/25,2091,House Appropriations Committee; Senate Budget and Taxation Committee,Maryland Transportation Builders and Materials Association
E001264,"Wise, J. Steven","Schwartz, Metz, Wise & Kauffman, P.A.",Maryland State Licensed Beverage Association,03/05/25,2037.61,Senate Finance Committee,"Maryland State Licensed Beverage Association; Maryland Beer Wholesalers Association, Inc."
E001345,"Shattuck, Daniel ",Brocato & Shattuck,Maryland Psychological Association,01/29/25,1982.61,General Assembly,Maryland Psychological Association
E001382,"Lucchi, Leonard L.","O'Malley, Miles, Nylen & Gilmore, P.A.","Maryland Citizens' Health Initiative, Inc.",02/04/25,1735.06,Senate Finance Committee,"Maryland Citizens' Health Initiative, Inc."
E001415,"Reed, Dan ",Greater Greater Washington,Greater Greater Washington,02/25/25,1731,General Assembly,Greater Greater Washington; Coalition for Smarter Growth
E001457,"Walsh, Michael ",Capitol Strategies,Capitol Strategies LLC,03/20/25,1556,General Assembly,Capitol Strategies LLC
E001282,"Mansfield, Andrea ",Manis Canning & Associates,Maryland Alliance for College Affordability and Equity,01/23/25,1553.98,General Assembly,Maryland Alliance for College Affordability and Equity; Maryland Alliance for College Affordability and Equity - Water for Event; Maryland Alliance for College Affordability and Equity - Flyers for Event
E001279,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Bellamy Genn Group, LLC",01/08/25,1517.64,General Assembly,"Bellamy Genn Group, LLC"
E001249,"Peters, Sarah M.",Husch Blackwell Strategies,Maryland School Psychologists' Association,01/09/25,1500,General Assembly,Maryland School Psychologists' Association
E001331,"Kress, William Allen",Kress Hammen Government Affairs,Maryland Association of Nurse Anesthetists,02/06/25,1483.1,Senate Finance Committee,Maryland Association of Nurse Anesthetists
E001493,"Kauffman, Danna L","Schwartz, Metz, Wise & Kauffman, P.A.",Maryland-National Capital Homecare Association,08/21/25,1467.84,Baltimore County Delegation,Maryland-National Capital Homecare Association
E001326,"Lininger, Brett Stewart",Kress Hammen Government Affairs,National Association of Insurance and Financial Advisors of Maryland (NAIFA-MD),01/28/25,1344.55,Senate Finance Committee,National Association of Insurance and Financial Advisors of Maryland (NAIFA-MD); Independent Insurance Agents of Maryland
E001252,"Peters, Sarah M.",Husch Blackwell Strategies,"Maryland Athletic Trainers Association, Inc.",01/09/25,1318,General Assembly,"Maryland Athletic Trainers Association, Inc."
E001401,"Mason, Michael ",Providence Strategies LLC,Maryland Association of Soil Conservation Districts,02/04/25,1310,General Assembly,Maryland Association of Soil Conservation Districts
E001417,"Nickerson, Sherry Dudley",Old Line Government Affairs LLC,AIA Maryland,02/20/25,1100,House of Delegates; Senate,AIA Maryland
E001416,"Harting, Marta ",Venable LLP,Diageo,03/16/25,1050,Baltimore County Delegation,Diageo
E001278,"Brown, Jonathan Paul, Sr.",LA Perez Consulting LLC,Prince George's County Municipal Association,12/19/24,1000,Prince George 's County Delegation,Prince George's County Municipal Association
E001222,"Garagiola, Robert J","Compass Government Relations Partners, LLC",Cloverleaf Standardbred Owners Association,11/17/24,1000,House Ways and Means Committee; Prince George 's County Delegation; Senate Budget and Taxation Committee,Cloverleaf Standardbred Owners Association
E001508,"Harting, Marta ",Venable LLP,Diageo,09/21/25,960,Baltimore County Delegation,Diageo
E001405,"Shattuck, Daniel ",Brocato & Shattuck,"National Academy of Elder Law Attorneys, Maryland/DC Chapter",02/25/25,945,House Appropriations Committee; House Health and Government Operations Committee; House Judiciary Committee; Senate Budget and Taxation Committee; Senate Finance Committee; Senate Judicial Proceedings Committee,"National Academy of Elder Law Attorneys, Maryland/DC Chapter"
E001474,"Lucchi, Leonard L.","O'Malley, Miles, Nylen & Gilmore, P.A.","Maryland Citizens' Health Initiative, Inc.",05/20/25,847.63,General Assembly,"Maryland Citizens' Health Initiative, Inc."
E001320,"Peters, Sarah M.",Husch Blackwell Strategies,American Diabetes Association,02/04/25,840,General Assembly,American Diabetes Association
E001510,"Sanders, Alyssa ",EveryMind,"EveryMind, Inc",10/20/25,750,Prince George 's County Delegation,"EveryMind, Inc"
E001323,"Miicke, Sarah Mersky",Baltimore Jewish Council,Baltimore Jewish Council,01/27/25,700,General Assembly,Baltimore Jewish Council; Jcrc of Greater Washington
E001494,"Kauffman, Danna L","Schwartz, Metz, Wise & Kauffman, P.A.",Maryland-National Capital Homecare Association,10/16/25,549.77,Montgomery County Delegation,Maryland-National Capital Homecare Association
E001404,"Egan, Ashley ",Unitarian Universalist Legislative Ministry- Maryland,UULM-MD,02/08/25,519.67,House of Delegates; Senate,UULM-MD
E001377,Annapolis Pride,"Toolan, Joseph ",Annapolis Pride,01/27/25,500,Anne Arundel County Delegation; General Assembly,Annapolis Pride
E001251,"Kujan, Russel ",Baltimore County Medical Association,Baltimore County Medical Association,12/13/24,448.45,Baltimore County Delegation,Baltimore County Medical Association
E001441,"Pica, John A, Jr.","Pica & Associates, LLC","Pica & Associates, LLC",03/11/25,409.77,Senate Budget and Taxation Committee,"Pica & Associates, LLC"
E001477,"Morris, Austin ",Children's National Hospital,Children's National Health System,04/30/25,287.4,Montgomery County Delegation,Children's National Health System
E001480,"Peters, Sarah M.",Husch Blackwell Strategies,"Action Now Initiative, LLC",06/17/25,210.6,House Judiciary Committee; Senate Judicial Proceedings Committee,"Action Now Initiative, LLC"
E001500,"Lucchi, Leonard L.","O'Malley, Miles, Nylen & Gilmore, P.A.",One Fair Wage,08/14/25,200,Baltimore City Delegation; General Assembly,One Fair Wage
E001208,"Walmsley, Keith ",Walmsley Strategies,Maryland School for the Deaf,11/19/24,50,House Ways and Means Committee,Maryland School for the Deaf
E001513,"Lucchi, Leonard L.","O'Malley, Miles, Nylen & Gilmore, P.A.",1199 SEIU,10/29/25,0,House Appropriations Committee; House Health and Government Operations Committee; Senate Budget and Taxation Committee; Senate Finance Committee,1199 SEIU
E001454,"Bereano, Bruce C",Office of Bruce C. Bereano,5400 Holiday Drive LLC,03/18/25,0,Senate Budget and Taxation Committee,5400 Holiday Drive LLC
E001450,"Sidh, Sushant ","Capitol Strategies, LLC",Meritus Health,03/12/25,0,Senate Budget and Taxation Committee,Meritus Health
E001437,"Hogan, Patrick N.",Cornerstone Government Affairs,Teach Coalition,03/05/25,0,"House Appropriations Committee; House Ways and Means Committee; Senate Budget and Taxation Committee; Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)",Teach Coalition
E001430,"Smith , Sarah  Joan","Bryson F. Popham, PA",Maryland Association of Mutual Insurance Companies (MAMIC),02/13/25,0,Senate Finance Committee,Maryland Association of Mutual Insurance Companies (MAMIC)
E001324,"Miicke, Sarah Mersky",Baltimore Jewish Council,Baltimore Jewish Council,02/11/25,0,General Assembly,Baltimore Jewish Council; JCRC of Greater Washington
E001337,"Peters, Sarah M.",Husch Blackwell Strategies,Maryland Podiatric Medical Association,02/11/25,0,House Health and Government Operations Committee,Maryland Podiatric Medical Association
E001336,"Lucchi, Leonard L.","O'Malley, Miles, Nylen & Gilmore, P.A.","Maryland Citizens' Health Initiative, Inc.",01/23/25,0,Senate Finance Committee,"Maryland Citizens' Health Initiative, Inc."
E001525,"Peters, Sarah M.",Husch Blackwell Strategies,Transportation Association of Maryland,01/22/25,0,General Assembly,Transportation Association of Maryland
E001305,"Proctor, Gregory S., Jr.","G.S. Proctor & Associates, Inc. ","G.S. Proctor & Associates, Inc.",01/21/25,0,Anne Arundel County Delegation; Southern Maryland Delegation,"G.S. Proctor & Associates, Inc."
E001244,"Carrington, J. Darrell ","Carrington & Associates, LLC",Chesapeake Physicians for Social Responsibility (CPSR),01/16/25,0,General Assembly,Chesapeake Physicians for Social Responsibility (CPSR)
E001285,"Proctor, Gregory S., Jr.","G.S. Proctor & Associates, Inc. ","G.S. Proctor & Associates, Inc.",01/09/25,0,House Appropriations Committee,"G.S. Proctor & Associates, Inc."
E001257,"Martinez, Madelin  Stefany",Catholic Charities of Baltimore,Catholic Charities,01/07/25,0,Baltimore County Delegation,Catholic Charities